constellation,number_of_satellites,total_area_earth_km_sq,coverage_area_per_sat_sqkm,altitude_km,dl_frequency_Hz,dl_bandwidth_Hz,speed_of_light,antenna_diameter_m,antenna_efficiency,power_dBw,receiver_gain_dB,earth_atmospheric_losses_dB,all_other_losses_dB,number_of_channels,polarization,subscriber_scenario,subscribers,distance,satellite_coverage_area_km,path_loss,losses,antenna_gain,eirp,noise,received_power,cnr,spectral_efficiency,channel_capacity,constellation_capacity,capacity_per_single_satellite,capacity_per_area_mbps/sqkm
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,35,13,0.53,8,2,baseline,3500000,575.5984358,115254.2373,170.2590675,13.53,36.35178524,66.35178524,-89.99782907,-82.43728223,7.56054684,2.193247,1096.6235,38820471.9,17545.976,336.8246826
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,35,13,0.53,8,2,high,4500000,575.5984358,115254.2373,170.2590675,13.53,36.35178524,66.35178524,-89.99782907,-82.43728223,7.56054684,2.193247,1096.6235,38820471.9,17545.976,336.8246826
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,25,7,0.53,8,2,low,500000,1262.213664,708333.3333,177.0793329,7.53,37.04702737,67.04702737,-89.99782907,-92.56230555,-2.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,25,7,0.53,8,2,baseline,800000,1262.213664,708333.3333,177.0793329,7.53,37.04702737,67.04702737,-89.99782907,-92.56230555,-2.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,25,7,0.53,8,2,high,1000000,1262.213664,708333.3333,177.0793329,7.53,37.04702737,67.04702737,-89.99782907,-92.56230555,-2.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,25,10,0.53,8,2,low,500000,1262.213664,708333.3333,177.0793329,10.53,37.04702737,67.04702737,-89.99782907,-95.56230555,-5.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,25,10,0.53,8,2,baseline,800000,1262.213664,708333.3333,177.0793329,10.53,37.04702737,67.04702737,-89.99782907,-95.56230555,-5.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,25,10,0.53,8,2,high,1000000,1262.213664,708333.3333,177.0793329,10.53,37.04702737,67.04702737,-89.99782907,-95.56230555,-5.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,25,13,0.53,8,2,low,500000,1262.213664,708333.3333,177.0793329,13.53,37.04702737,67.04702737,-89.99782907,-98.56230555,-8.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,25,13,0.53,8,2,baseline,800000,1262.213664,708333.3333,177.0793329,13.53,37.04702737,67.04702737,-89.99782907,-98.56230555,-8.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,25,13,0.53,8,2,high,1000000,1262.213664,708333.3333,177.0793329,13.53,37.04702737,67.04702737,-89.99782907,-98.56230555,-8.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,30,7,0.53,8,2,low,500000,1262.213664,708333.3333,177.0793329,7.53,37.04702737,67.04702737,-89.99782907,-87.56230555,2.435523521,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,30,7,0.53,8,2,baseline,800000,1262.213664,708333.3333,177.0793329,7.53,37.04702737,67.04702737,-89.99782907,-87.56230555,2.435523521,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,30,7,0.53,8,2,high,1000000,1262.213664,708333.3333,177.0793329,7.53,37.04702737,67.04702737,-89.99782907,-87.56230555,2.435523521,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,30,10,0.53,8,2,low,500000,1262.213664,708333.3333,177.0793329,10.53,37.04702737,67.04702737,-89.99782907,-90.56230555,-0.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,30,10,0.53,8,2,baseline,800000,1262.213664,708333.3333,177.0793329,10.53,37.04702737,67.04702737,-89.99782907,-90.56230555,-0.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,30,10,0.53,8,2,high,1000000,1262.213664,708333.3333,177.0793329,10.53,37.04702737,67.04702737,-89.99782907,-90.56230555,-0.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,30,13,0.53,8,2,low,500000,1262.213664,708333.3333,177.0793329,13.53,37.04702737,67.04702737,-89.99782907,-93.56230555,-3.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,30,13,0.53,8,2,baseline,800000,1262.213664,708333.3333,177.0793329,13.53,37.04702737,67.04702737,-89.99782907,-93.56230555,-3.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,30,13,0.53,8,2,high,1000000,1262.213664,708333.3333,177.0793329,13.53,37.04702737,67.04702737,-89.99782907,-93.56230555,-3.564476479,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,35,7,0.53,8,2,low,500000,1262.213664,708333.3333,177.0793329,7.53,37.04702737,67.04702737,-89.99782907,-82.56230555,7.435523521,2.10485,526.2125,3030984,8419.4,4.279036235
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,35,7,0.53,8,2,baseline,800000,1262.213664,708333.3333,177.0793329,7.53,37.04702737,67.04702737,-89.99782907,-82.56230555,7.435523521,2.10485,526.2125,3030984,8419.4,4.279036235
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,35,7,0.53,8,2,high,1000000,1262.213664,708333.3333,177.0793329,7.53,37.04702737,67.04702737,-89.99782907,-82.56230555,7.435523521,2.10485,526.2125,3030984,8419.4,4.279036235
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,35,10,0.53,8,2,low,500000,1262.213664,708333.3333,177.0793329,10.53,37.04702737,67.04702737,-89.99782907,-85.56230555,4.435523521,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,35,10,0.53,8,2,baseline,800000,1262.213664,708333.3333,177.0793329,10.53,37.04702737,67.04702737,-89.99782907,-85.56230555,4.435523521,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,35,10,0.53,8,2,high,1000000,1262.213664,708333.3333,177.0793329,10.53,37.04702737,67.04702737,-89.99782907,-85.56230555,4.435523521,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,35,13,0.53,8,2,low,500000,1262.213664,708333.3333,177.0793329,13.53,37.04702737,67.04702737,-89.99782907,-88.56230555,1.435523521,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,35,13,0.53,8,2,baseline,800000,1262.213664,708333.3333,177.0793329,13.53,37.04702737,67.04702737,-89.99782907,-88.56230555,1.435523521,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1190,13500000000,250000000,300000000,0.65,0.6,30,35,13,0.53,8,2,high,1000000,1262.213664,708333.3333,177.0793329,13.53,37.04702737,67.04702737,-89.99782907,-88.56230555,1.435523521,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,25,7,0.53,8,2,low,500000,1266.928701,708333.3333,177.1117189,7.53,37.04702737,67.04702737,-89.99782907,-92.5946915,-2.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,25,7,0.53,8,2,baseline,800000,1266.928701,708333.3333,177.1117189,7.53,37.04702737,67.04702737,-89.99782907,-92.5946915,-2.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,25,7,0.53,8,2,high,1000000,1266.928701,708333.3333,177.1117189,7.53,37.04702737,67.04702737,-89.99782907,-92.5946915,-2.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,25,10,0.53,8,2,low,500000,1266.928701,708333.3333,177.1117189,10.53,37.04702737,67.04702737,-89.99782907,-95.5946915,-5.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,25,10,0.53,8,2,baseline,800000,1266.928701,708333.3333,177.1117189,10.53,37.04702737,67.04702737,-89.99782907,-95.5946915,-5.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,25,10,0.53,8,2,high,1000000,1266.928701,708333.3333,177.1117189,10.53,37.04702737,67.04702737,-89.99782907,-95.5946915,-5.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,25,13,0.53,8,2,low,500000,1266.928701,708333.3333,177.1117189,13.53,37.04702737,67.04702737,-89.99782907,-98.5946915,-8.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,25,13,0.53,8,2,baseline,800000,1266.928701,708333.3333,177.1117189,13.53,37.04702737,67.04702737,-89.99782907,-98.5946915,-8.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,25,13,0.53,8,2,high,1000000,1266.928701,708333.3333,177.1117189,13.53,37.04702737,67.04702737,-89.99782907,-98.5946915,-8.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,30,7,0.53,8,2,low,500000,1266.928701,708333.3333,177.1117189,7.53,37.04702737,67.04702737,-89.99782907,-87.5946915,2.403137571,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,30,7,0.53,8,2,baseline,800000,1266.928701,708333.3333,177.1117189,7.53,37.04702737,67.04702737,-89.99782907,-87.5946915,2.403137571,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,30,7,0.53,8,2,high,1000000,1266.928701,708333.3333,177.1117189,7.53,37.04702737,67.04702737,-89.99782907,-87.5946915,2.403137571,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,30,10,0.53,8,2,low,500000,1266.928701,708333.3333,177.1117189,10.53,37.04702737,67.04702737,-89.99782907,-90.5946915,-0.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,30,10,0.53,8,2,baseline,800000,1266.928701,708333.3333,177.1117189,10.53,37.04702737,67.04702737,-89.99782907,-90.5946915,-0.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,30,10,0.53,8,2,high,1000000,1266.928701,708333.3333,177.1117189,10.53,37.04702737,67.04702737,-89.99782907,-90.5946915,-0.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,30,13,0.53,8,2,low,500000,1266.928701,708333.3333,177.1117189,13.53,37.04702737,67.04702737,-89.99782907,-93.5946915,-3.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,30,13,0.53,8,2,baseline,800000,1266.928701,708333.3333,177.1117189,13.53,37.04702737,67.04702737,-89.99782907,-93.5946915,-3.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,30,13,0.53,8,2,high,1000000,1266.928701,708333.3333,177.1117189,13.53,37.04702737,67.04702737,-89.99782907,-93.5946915,-3.596862429,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,35,7,0.53,8,2,low,500000,1266.928701,708333.3333,177.1117189,7.53,37.04702737,67.04702737,-89.99782907,-82.5946915,7.403137571,2.10485,526.2125,3030984,8419.4,4.279036235
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,35,7,0.53,8,2,baseline,800000,1266.928701,708333.3333,177.1117189,7.53,37.04702737,67.04702737,-89.99782907,-82.5946915,7.403137571,2.10485,526.2125,3030984,8419.4,4.279036235
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,35,7,0.53,8,2,high,1000000,1266.928701,708333.3333,177.1117189,7.53,37.04702737,67.04702737,-89.99782907,-82.5946915,7.403137571,2.10485,526.2125,3030984,8419.4,4.279036235
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,35,10,0.53,8,2,low,500000,1266.928701,708333.3333,177.1117189,10.53,37.04702737,67.04702737,-89.99782907,-85.5946915,4.403137571,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,35,10,0.53,8,2,baseline,800000,1266.928701,708333.3333,177.1117189,10.53,37.04702737,67.04702737,-89.99782907,-85.5946915,4.403137571,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,35,10,0.53,8,2,high,1000000,1266.928701,708333.3333,177.1117189,10.53,37.04702737,67.04702737,-89.99782907,-85.5946915,4.403137571,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,35,13,0.53,8,2,low,500000,1266.928701,708333.3333,177.1117189,13.53,37.04702737,67.04702737,-89.99782907,-88.5946915,1.403137571,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,35,13,0.53,8,2,baseline,800000,1266.928701,708333.3333,177.1117189,13.53,37.04702737,67.04702737,-89.99782907,-88.5946915,1.403137571,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1195,13500000000,250000000,300000000,0.65,0.6,30,35,13,0.53,8,2,high,1000000,1266.928701,708333.3333,177.1117189,13.53,37.04702737,67.04702737,-89.99782907,-88.5946915,1.403137571,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,25,7,0.53,8,2,low,500000,1271.645915,708333.3333,177.1439994,7.53,37.04702737,67.04702737,-89.99782907,-92.62697201,-2.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,25,7,0.53,8,2,baseline,800000,1271.645915,708333.3333,177.1439994,7.53,37.04702737,67.04702737,-89.99782907,-92.62697201,-2.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,25,7,0.53,8,2,high,1000000,1271.645915,708333.3333,177.1439994,7.53,37.04702737,67.04702737,-89.99782907,-92.62697201,-2.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,25,10,0.53,8,2,low,500000,1271.645915,708333.3333,177.1439994,10.53,37.04702737,67.04702737,-89.99782907,-95.62697201,-5.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,25,10,0.53,8,2,baseline,800000,1271.645915,708333.3333,177.1439994,10.53,37.04702737,67.04702737,-89.99782907,-95.62697201,-5.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,25,10,0.53,8,2,high,1000000,1271.645915,708333.3333,177.1439994,10.53,37.04702737,67.04702737,-89.99782907,-95.62697201,-5.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,25,13,0.53,8,2,low,500000,1271.645915,708333.3333,177.1439994,13.53,37.04702737,67.04702737,-89.99782907,-98.62697201,-8.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,25,13,0.53,8,2,baseline,800000,1271.645915,708333.3333,177.1439994,13.53,37.04702737,67.04702737,-89.99782907,-98.62697201,-8.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,25,13,0.53,8,2,high,1000000,1271.645915,708333.3333,177.1439994,13.53,37.04702737,67.04702737,-89.99782907,-98.62697201,-8.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,30,7,0.53,8,2,low,500000,1271.645915,708333.3333,177.1439994,7.53,37.04702737,67.04702737,-89.99782907,-87.62697201,2.370857056,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,30,7,0.53,8,2,baseline,800000,1271.645915,708333.3333,177.1439994,7.53,37.04702737,67.04702737,-89.99782907,-87.62697201,2.370857056,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,30,7,0.53,8,2,high,1000000,1271.645915,708333.3333,177.1439994,7.53,37.04702737,67.04702737,-89.99782907,-87.62697201,2.370857056,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,30,10,0.53,8,2,low,500000,1271.645915,708333.3333,177.1439994,10.53,37.04702737,67.04702737,-89.99782907,-90.62697201,-0.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,30,10,0.53,8,2,baseline,800000,1271.645915,708333.3333,177.1439994,10.53,37.04702737,67.04702737,-89.99782907,-90.62697201,-0.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,30,10,0.53,8,2,high,1000000,1271.645915,708333.3333,177.1439994,10.53,37.04702737,67.04702737,-89.99782907,-90.62697201,-0.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,30,13,0.53,8,2,low,500000,1271.645915,708333.3333,177.1439994,13.53,37.04702737,67.04702737,-89.99782907,-93.62697201,-3.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,30,13,0.53,8,2,baseline,800000,1271.645915,708333.3333,177.1439994,13.53,37.04702737,67.04702737,-89.99782907,-93.62697201,-3.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,30,13,0.53,8,2,high,1000000,1271.645915,708333.3333,177.1439994,13.53,37.04702737,67.04702737,-89.99782907,-93.62697201,-3.629142944,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,35,7,0.53,8,2,low,500000,1271.645915,708333.3333,177.1439994,7.53,37.04702737,67.04702737,-89.99782907,-82.62697201,7.370857056,2.10485,526.2125,3030984,8419.4,4.279036235
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,35,7,0.53,8,2,baseline,800000,1271.645915,708333.3333,177.1439994,7.53,37.04702737,67.04702737,-89.99782907,-82.62697201,7.370857056,2.10485,526.2125,3030984,8419.4,4.279036235
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,35,7,0.53,8,2,high,1000000,1271.645915,708333.3333,177.1439994,7.53,37.04702737,67.04702737,-89.99782907,-82.62697201,7.370857056,2.10485,526.2125,3030984,8419.4,4.279036235
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,35,10,0.53,8,2,low,500000,1271.645915,708333.3333,177.1439994,10.53,37.04702737,67.04702737,-89.99782907,-85.62697201,4.370857056,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,35,10,0.53,8,2,baseline,800000,1271.645915,708333.3333,177.1439994,10.53,37.04702737,67.04702737,-89.99782907,-85.62697201,4.370857056,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,35,10,0.53,8,2,high,1000000,1271.645915,708333.3333,177.1439994,10.53,37.04702737,67.04702737,-89.99782907,-85.62697201,4.370857056,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,35,13,0.53,8,2,low,500000,1271.645915,708333.3333,177.1439994,13.53,37.04702737,67.04702737,-89.99782907,-88.62697201,1.370857056,1.647211,411.80275,2371983.84,6588.844,3.348683068
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,35,13,0.53,8,2,baseline,800000,1271.645915,708333.3333,177.1439994,13.53,37.04702737,67.04702737,-89.99782907,-88.62697201,1.370857056,1.647211,411.80275,2371983.84,6588.844,3.348683068
