constellation,number_of_satellites,total_area_earth_km_sq,coverage_area_per_sat_sqkm,altitude_km,dl_frequency_Hz,dl_bandwidth_Hz,speed_of_light,antenna_diameter_m,antenna_efficiency,power_dBw,receiver_gain_dB,earth_atmospheric_losses_dB,all_other_losses_dB,number_of_channels,polarization,subscriber_scenario,subscribers,distance,satellite_coverage_area_km,path_loss,losses,antenna_gain,eirp,noise,received_power,cnr,spectral_efficiency,channel_capacity,constellation_capacity,capacity_per_single_satellite,capacity_per_area_mbps/sqkm
OneWeb,720,510000000,708333.3333,1200,13500000000,250000000,300000000,0.65,0.6,30,35,13,0.53,8,2,high,1000000,1271.645915,708333.3333,177.1439994,13.53,37.04702737,67.04702737,-89.99782907,-88.62697201,1.370857056,1.647211,411.80275,2371983.84,6588.844,3.348683068
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,26,7,0.53,8,2,low,1500000,631.9814036,157601.9778,173.4235513,7.53,42.22640038,72.22640038,-89.99782907,-82.72715093,7.270678141,2.10485,526.2125,13622589.2,8419.4,86.43666399
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,26,7,0.53,8,2,baseline,2500000,631.9814036,157601.9778,173.4235513,7.53,42.22640038,72.22640038,-89.99782907,-82.72715093,7.270678141,2.10485,526.2125,13622589.2,8419.4,86.43666399
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,26,7,0.53,8,2,high,3500000,631.9814036,157601.9778,173.4235513,7.53,42.22640038,72.22640038,-89.99782907,-82.72715093,7.270678141,2.10485,526.2125,13622589.2,8419.4,86.43666399
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,26,10,0.53,8,2,low,1500000,631.9814036,157601.9778,173.4235513,10.53,42.22640038,72.22640038,-89.99782907,-85.72715093,4.270678141,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,26,10,0.53,8,2,baseline,2500000,631.9814036,157601.9778,173.4235513,10.53,42.22640038,72.22640038,-89.99782907,-85.72715093,4.270678141,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,26,10,0.53,8,2,high,3500000,631.9814036,157601.9778,173.4235513,10.53,42.22640038,72.22640038,-89.99782907,-85.72715093,4.270678141,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,26,13,0.53,8,2,low,1500000,631.9814036,157601.9778,173.4235513,13.53,42.22640038,72.22640038,-89.99782907,-88.72715093,1.270678141,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,26,13,0.53,8,2,baseline,2500000,631.9814036,157601.9778,173.4235513,13.53,42.22640038,72.22640038,-89.99782907,-88.72715093,1.270678141,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,26,13,0.53,8,2,high,3500000,631.9814036,157601.9778,173.4235513,13.53,42.22640038,72.22640038,-89.99782907,-88.72715093,1.270678141,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,31,7,0.53,8,2,low,1500000,631.9814036,157601.9778,173.4235513,7.53,42.22640038,72.22640038,-89.99782907,-77.72715093,12.27067814,3.510192,877.548,22717962.62,14040.768,144.1477001
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,31,7,0.53,8,2,baseline,2500000,631.9814036,157601.9778,173.4235513,7.53,42.22640038,72.22640038,-89.99782907,-77.72715093,12.27067814,3.510192,877.548,22717962.62,14040.768,144.1477001
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,31,7,0.53,8,2,high,3500000,631.9814036,157601.9778,173.4235513,7.53,42.22640038,72.22640038,-89.99782907,-77.72715093,12.27067814,3.510192,877.548,22717962.62,14040.768,144.1477001
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,31,10,0.53,8,2,low,1500000,631.9814036,157601.9778,173.4235513,10.53,42.22640038,72.22640038,-89.99782907,-80.72715093,9.270678141,2.635236,658.809,17055247.39,10540.944,108.2172168
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,31,10,0.53,8,2,baseline,2500000,631.9814036,157601.9778,173.4235513,10.53,42.22640038,72.22640038,-89.99782907,-80.72715093,9.270678141,2.635236,658.809,17055247.39,10540.944,108.2172168
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,31,10,0.53,8,2,high,3500000,631.9814036,157601.9778,173.4235513,10.53,42.22640038,72.22640038,-89.99782907,-80.72715093,9.270678141,2.635236,658.809,17055247.39,10540.944,108.2172168
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,31,13,0.53,8,2,low,1500000,631.9814036,157601.9778,173.4235513,13.53,42.22640038,72.22640038,-89.99782907,-83.72715093,6.270678141,1.972253,493.06325,12764421.42,7889.012,80.99150527
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,31,13,0.53,8,2,baseline,2500000,631.9814036,157601.9778,173.4235513,13.53,42.22640038,72.22640038,-89.99782907,-83.72715093,6.270678141,1.972253,493.06325,12764421.42,7889.012,80.99150527
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,31,13,0.53,8,2,high,3500000,631.9814036,157601.9778,173.4235513,13.53,42.22640038,72.22640038,-89.99782907,-83.72715093,6.270678141,1.972253,493.06325,12764421.42,7889.012,80.99150527
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,36,7,0.53,8,2,low,1500000,631.9814036,157601.9778,173.4235513,7.53,42.22640038,72.22640038,-89.99782907,-72.72715093,17.27067814,4.735354,1183.8385,30647211.09,18941.416,194.4595589
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,36,7,0.53,8,2,baseline,2500000,631.9814036,157601.9778,173.4235513,7.53,42.22640038,72.22640038,-89.99782907,-72.72715093,17.27067814,4.735354,1183.8385,30647211.09,18941.416,194.4595589
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,36,7,0.53,8,2,high,3500000,631.9814036,157601.9778,173.4235513,7.53,42.22640038,72.22640038,-89.99782907,-72.72715093,17.27067814,4.735354,1183.8385,30647211.09,18941.416,194.4595589
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,36,10,0.53,8,2,low,1500000,631.9814036,157601.9778,173.4235513,10.53,42.22640038,72.22640038,-89.99782907,-75.72715093,14.27067814,3.841226,960.3065,24860414.67,15364.904,157.7417683
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,36,10,0.53,8,2,baseline,2500000,631.9814036,157601.9778,173.4235513,10.53,42.22640038,72.22640038,-89.99782907,-75.72715093,14.27067814,3.841226,960.3065,24860414.67,15364.904,157.7417683
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,36,10,0.53,8,2,high,3500000,631.9814036,157601.9778,173.4235513,10.53,42.22640038,72.22640038,-89.99782907,-75.72715093,14.27067814,3.841226,960.3065,24860414.67,15364.904,157.7417683
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,36,13,0.53,8,2,low,1500000,631.9814036,157601.9778,173.4235513,13.53,42.22640038,72.22640038,-89.99782907,-78.72715093,11.27067814,2.856231,714.05775,18485527.03,11424.924,117.2924813
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,36,13,0.53,8,2,baseline,2500000,631.9814036,157601.9778,173.4235513,13.53,42.22640038,72.22640038,-89.99782907,-78.72715093,11.27067814,2.856231,714.05775,18485527.03,11424.924,117.2924813
Kuiper,3236,510000000,157601.9778,600,17700000000,250000000,300000000,0.9,0.6,30,36,13,0.53,8,2,high,3500000,631.9814036,157601.9778,173.4235513,13.53,42.22640038,72.22640038,-89.99782907,-78.72715093,11.27067814,2.856231,714.05775,18485527.03,11424.924,117.2924813
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,26,7,0.53,8,2,low,1500000,636.7303153,157601.9778,173.4885759,7.53,42.22640038,72.22640038,-89.99782907,-82.7921755,7.205653572,2.10485,526.2125,13622589.2,8419.4,86.43666399
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,26,7,0.53,8,2,baseline,2500000,636.7303153,157601.9778,173.4885759,7.53,42.22640038,72.22640038,-89.99782907,-82.7921755,7.205653572,2.10485,526.2125,13622589.2,8419.4,86.43666399
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,26,7,0.53,8,2,high,3500000,636.7303153,157601.9778,173.4885759,7.53,42.22640038,72.22640038,-89.99782907,-82.7921755,7.205653572,2.10485,526.2125,13622589.2,8419.4,86.43666399
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,26,10,0.53,8,2,low,1500000,636.7303153,157601.9778,173.4885759,10.53,42.22640038,72.22640038,-89.99782907,-85.7921755,4.205653572,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,26,10,0.53,8,2,baseline,2500000,636.7303153,157601.9778,173.4885759,10.53,42.22640038,72.22640038,-89.99782907,-85.7921755,4.205653572,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,26,10,0.53,8,2,high,3500000,636.7303153,157601.9778,173.4885759,10.53,42.22640038,72.22640038,-89.99782907,-85.7921755,4.205653572,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,26,13,0.53,8,2,low,1500000,636.7303153,157601.9778,173.4885759,13.53,42.22640038,72.22640038,-89.99782907,-88.7921755,1.205653572,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,26,13,0.53,8,2,baseline,2500000,636.7303153,157601.9778,173.4885759,13.53,42.22640038,72.22640038,-89.99782907,-88.7921755,1.205653572,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,26,13,0.53,8,2,high,3500000,636.7303153,157601.9778,173.4885759,13.53,42.22640038,72.22640038,-89.99782907,-88.7921755,1.205653572,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,31,7,0.53,8,2,low,1500000,636.7303153,157601.9778,173.4885759,7.53,42.22640038,72.22640038,-89.99782907,-77.7921755,12.20565357,3.510192,877.548,22717962.62,14040.768,144.1477001
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,31,7,0.53,8,2,baseline,2500000,636.7303153,157601.9778,173.4885759,7.53,42.22640038,72.22640038,-89.99782907,-77.7921755,12.20565357,3.510192,877.548,22717962.62,14040.768,144.1477001
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,31,7,0.53,8,2,high,3500000,636.7303153,157601.9778,173.4885759,7.53,42.22640038,72.22640038,-89.99782907,-77.7921755,12.20565357,3.510192,877.548,22717962.62,14040.768,144.1477001
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,31,10,0.53,8,2,low,1500000,636.7303153,157601.9778,173.4885759,10.53,42.22640038,72.22640038,-89.99782907,-80.7921755,9.205653572,2.524739,631.18475,16340110.81,10098.956,103.679605
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,31,10,0.53,8,2,baseline,2500000,636.7303153,157601.9778,173.4885759,10.53,42.22640038,72.22640038,-89.99782907,-80.7921755,9.205653572,2.524739,631.18475,16340110.81,10098.956,103.679605
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,31,10,0.53,8,2,high,3500000,636.7303153,157601.9778,173.4885759,10.53,42.22640038,72.22640038,-89.99782907,-80.7921755,9.205653572,2.524739,631.18475,16340110.81,10098.956,103.679605
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,31,13,0.53,8,2,low,1500000,636.7303153,157601.9778,173.4885759,13.53,42.22640038,72.22640038,-89.99782907,-83.7921755,6.205653572,1.972253,493.06325,12764421.42,7889.012,80.99150527
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,31,13,0.53,8,2,baseline,2500000,636.7303153,157601.9778,173.4885759,13.53,42.22640038,72.22640038,-89.99782907,-83.7921755,6.205653572,1.972253,493.06325,12764421.42,7889.012,80.99150527
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,31,13,0.53,8,2,high,3500000,636.7303153,157601.9778,173.4885759,13.53,42.22640038,72.22640038,-89.99782907,-83.7921755,6.205653572,1.972253,493.06325,12764421.42,7889.012,80.99150527
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,36,7,0.53,8,2,low,1500000,636.7303153,157601.9778,173.4885759,7.53,42.22640038,72.22640038,-89.99782907,-72.7921755,17.20565357,4.735354,1183.8385,30647211.09,18941.416,194.4595589
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,36,7,0.53,8,2,baseline,2500000,636.7303153,157601.9778,173.4885759,7.53,42.22640038,72.22640038,-89.99782907,-72.7921755,17.20565357,4.735354,1183.8385,30647211.09,18941.416,194.4595589
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,36,7,0.53,8,2,high,3500000,636.7303153,157601.9778,173.4885759,7.53,42.22640038,72.22640038,-89.99782907,-72.7921755,17.20565357,4.735354,1183.8385,30647211.09,18941.416,194.4595589
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,36,10,0.53,8,2,low,1500000,636.7303153,157601.9778,173.4885759,10.53,42.22640038,72.22640038,-89.99782907,-75.7921755,14.20565357,3.841226,960.3065,24860414.67,15364.904,157.7417683
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,36,10,0.53,8,2,baseline,2500000,636.7303153,157601.9778,173.4885759,10.53,42.22640038,72.22640038,-89.99782907,-75.7921755,14.20565357,3.841226,960.3065,24860414.67,15364.904,157.7417683
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,36,10,0.53,8,2,high,3500000,636.7303153,157601.9778,173.4885759,10.53,42.22640038,72.22640038,-89.99782907,-75.7921755,14.20565357,3.841226,960.3065,24860414.67,15364.904,157.7417683
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,36,13,0.53,8,2,low,1500000,636.7303153,157601.9778,173.4885759,13.53,42.22640038,72.22640038,-89.99782907,-78.7921755,11.20565357,2.856231,714.05775,18485527.03,11424.924,117.2924813
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,36,13,0.53,8,2,baseline,2500000,636.7303153,157601.9778,173.4885759,13.53,42.22640038,72.22640038,-89.99782907,-78.7921755,11.20565357,2.856231,714.05775,18485527.03,11424.924,117.2924813
Kuiper,3236,510000000,157601.9778,605,17700000000,250000000,300000000,0.9,0.6,30,36,13,0.53,8,2,high,3500000,636.7303153,157601.9778,173.4885759,13.53,42.22640038,72.22640038,-89.99782907,-78.7921755,11.20565357,2.856231,714.05775,18485527.03,11424.924,117.2924813
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,26,7,0.53,8,2,low,1500000,641.483043,157601.9778,173.5531689,7.53,42.22640038,72.22640038,-89.99782907,-82.85676856,7.141060509,2.10485,526.2125,13622589.2,8419.4,86.43666399
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,26,7,0.53,8,2,baseline,2500000,641.483043,157601.9778,173.5531689,7.53,42.22640038,72.22640038,-89.99782907,-82.85676856,7.141060509,2.10485,526.2125,13622589.2,8419.4,86.43666399
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,26,7,0.53,8,2,high,3500000,641.483043,157601.9778,173.5531689,7.53,42.22640038,72.22640038,-89.99782907,-82.85676856,7.141060509,2.10485,526.2125,13622589.2,8419.4,86.43666399
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,26,10,0.53,8,2,low,1500000,641.483043,157601.9778,173.5531689,10.53,42.22640038,72.22640038,-89.99782907,-85.85676856,4.141060509,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,26,10,0.53,8,2,baseline,2500000,641.483043,157601.9778,173.5531689,10.53,42.22640038,72.22640038,-89.99782907,-85.85676856,4.141060509,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,26,10,0.53,8,2,high,3500000,641.483043,157601.9778,173.5531689,10.53,42.22640038,72.22640038,-89.99782907,-85.85676856,4.141060509,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,26,13,0.53,8,2,low,1500000,641.483043,157601.9778,173.5531689,13.53,42.22640038,72.22640038,-89.99782907,-88.85676856,1.141060509,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,26,13,0.53,8,2,baseline,2500000,641.483043,157601.9778,173.5531689,13.53,42.22640038,72.22640038,-89.99782907,-88.85676856,1.141060509,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,26,13,0.53,8,2,high,3500000,641.483043,157601.9778,173.5531689,13.53,42.22640038,72.22640038,-89.99782907,-88.85676856,1.141060509,1.647211,411.80275,10660749.59,6588.844,67.64350131
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,7,0.53,8,2,low,1500000,641.483043,157601.9778,173.5531689,7.53,42.22640038,72.22640038,-89.99782907,-77.85676856,12.14106051,3.291954,822.9885,21305526.29,13167.816,135.185653
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,7,0.53,8,2,baseline,2500000,641.483043,157601.9778,173.5531689,7.53,42.22640038,72.22640038,-89.99782907,-77.85676856,12.14106051,3.291954,822.9885,21305526.29,13167.816,135.185653
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,7,0.53,8,2,high,3500000,641.483043,157601.9778,173.5531689,7.53,42.22640038,72.22640038,-89.99782907,-77.85676856,12.14106051,3.291954,822.9885,21305526.29,13167.816,135.185653
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,10,0.53,8,2,low,1500000,641.483043,157601.9778,173.5531689,10.53,42.22640038,72.22640038,-89.99782907,-80.85676856,9.141060509,2.524739,631.18475,16340110.81,10098.956,103.679605
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,10,0.53,8,2,baseline,2500000,641.483043,157601.9778,173.5531689,10.53,42.22640038,72.22640038,-89.99782907,-80.85676856,9.141060509,2.524739,631.18475,16340110.81,10098.956,103.679605
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,10,0.53,8,2,high,3500000,641.483043,157601.9778,173.5531689,10.53,42.22640038,72.22640038,-89.99782907,-80.85676856,9.141060509,2.524739,631.18475,16340110.81,10098.956,103.679605
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,13,0.53,8,2,low,1500000,641.483043,157601.9778,173.5531689,13.53,42.22640038,72.22640038,-89.99782907,-83.85676856,6.141060509,1.972253,493.06325,12764421.42,7889.012,80.99150527
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,13,0.53,8,2,baseline,2500000,641.483043,157601.9778,173.5531689,13.53,42.22640038,72.22640038,-89.99782907,-83.85676856,6.141060509,1.972253,493.06325,12764421.42,7889.012,80.99150527
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,13,0.53,8,2,high,3500000,641.483043,157601.9778,173.5531689,13.53,42.22640038,72.22640038,-89.99782907,-83.85676856,6.141060509,1.972253,493.06325,12764421.42,7889.012,80.99150527
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,7,0.53,8,2,low,1500000,641.483043,157601.9778,173.5531689,7.53,42.22640038,72.22640038,-89.99782907,-72.85676856,17.14106051,4.735354,1183.8385,30647211.09,18941.416,194.4595589
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,7,0.53,8,2,baseline,2500000,641.483043,157601.9778,173.5531689,7.53,42.22640038,72.22640038,-89.99782907,-72.85676856,17.14106051,4.735354,1183.8385,30647211.09,18941.416,194.4595589
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,7,0.53,8,2,high,3500000,641.483043,157601.9778,173.5531689,7.53,42.22640038,72.22640038,-89.99782907,-72.85676856,17.14106051,4.735354,1183.8385,30647211.09,18941.416,194.4595589
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,10,0.53,8,2,low,1500000,641.483043,157601.9778,173.5531689,10.53,42.22640038,72.22640038,-89.99782907,-75.85676856,14.14106051,3.841226,960.3065,24860414.67,15364.904,157.7417683
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,10,0.53,8,2,baseline,2500000,641.483043,157601.9778,173.5531689,10.53,42.22640038,72.22640038,-89.99782907,-75.85676856,14.14106051,3.841226,960.3065,24860414.67,15364.904,157.7417683
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,10,0.53,8,2,high,3500000,641.483043,157601.9778,173.5531689,10.53,42.22640038,72.22640038,-89.99782907,-75.85676856,14.14106051,3.841226,960.3065,24860414.67,15364.904,157.7417683
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,13,0.53,8,2,low,1500000,641.483043,157601.9778,173.5531689,13.53,42.22640038,72.22640038,-89.99782907,-78.85676856,11.14106051,2.856231,714.05775,18485527.03,11424.924,117.2924813
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,13,0.53,8,2,baseline,2500000,641.483043,157601.9778,173.5531689,13.53,42.22640038,72.22640038,-89.99782907,-78.85676856,11.14106051,2.856231,714.05775,18485527.03,11424.924,117.2924813
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,13,0.53,8,2,high,3500000,641.483043,157601.9778,173.5531689,13.53,42.22640038,72.22640038,-89.99782907,-78.85676856,11.14106051,2.856231,714.05775,18485527.03,11424.924,117.2924813
